canonical,variant,type
Nippon Telegraph and Telephone,Nippon Telegraph and,brand_parent
ADVANCED INFO SERVICE,ADVANCED INFO SERVICE,typography
HighRadius,highradius,typography
Schindler,Schindler,punctuation
Deere and Company,Deere and,legal_suffix
Idemitsu Kosan,idemitsu kosan,typography
Haier Group,HaierGroup,punctuation
Formosa Chemicals & Fibre,Formosa Chemicals,brand_parent
Lennox International,LennoxInternational,punctuation
Akbank,Akbank,punctuation
Kirin Holdings,KirinHoldings,punctuation
Liberty Mutual Insurance,Liberty Mutual,brand_parent
Invision Technologies,Invision,partial
Mitsubishi UFJ Financial Group,Mitsubishi UFJ Financial,brand_parent
The Sherwin-Williams Company,TheSherwin-WilliamsCompany,punctuation
COSMO ENERGY HOLDINGS,COSMOENERGYHOLDINGS,punctuation
RhythmOne,RHYTHMONE,typography
Early Warning Services,early warning services,typography
Constellation Brands,Constellation Brands,legal_suffix
LPL Financial,LPLFinancial,punctuation
Atlantia,Atlantia,punctuation
Daiwa Securities Group,DSG,abbreviation
VINCI,VINCI,punctuation
Logan Group,LoganGroup,punctuation
Dongfeng Motor Group,dongfeng motor group,typography
CME Group,CME GROUP,typography
Regeneron Pharmaceuticals,regeneron pharmaceuticals,typography
Power Construction Corporation of China,PCCoC,abbreviation
Fairfax Financial Holdings,Fairfax,partial
Capital One,CapitalOne,punctuation
Laboratory Corporation of America Holdings,Laboratory  of America Holdings,legal_suffix
Bank Mandiri,BankMandiri,punctuation
Applied Materials,AM,abbreviation
International Consolidated Airlines Group,INTERNATIONAL CONSOLIDATED AIRLINES GROUP,typography
PayPal,paypal,typography
Leggett & Platt,leggett & platt,typography
Formosa Plastics Corporation,formosa plastics corporation,typography
Bankia,bankia,typography
Elkay Manufacturing,Elkay,partial
LEADBETTERS MEATS,LEADBETTERS MEATS,typography
Matthews International Corporation,MatthewsInternationalCorporation,punctuation
BNP Paribas,BP,abbreviation
Dzine Media,DzineMedia,punctuation
China Communications Construction,ChinaCommunicationsConstruction,punctuation
Tokyo Electric Power Company,TokyoElectricPowerCompany,punctuation
Brighthouse Financial,BrighthouseFinancial,punctuation
Evraz Group,Evraz,partial
SUMITOMO METAL MINING,SUMITOMO METAL,brand_parent
Amazon.com,AMAZON.COM,typography
SCENTRE GROUP,SCENTRE,partial
Masco,Masco,punctuation
CSCEC,cscec,typography
Interactive Brokers,INTERACTIVE BROKERS,typography
Grant Thornton,grant thornton,typography
Wood Networks,WoodNetworks,punctuation
Capital One,capital one,typography
FIS,fis,typography
China Tower Corporation,China Tower,legal_suffix
Thrivent,THRIVENT,typography
Salesforce.com,salesforce.com,typography
Empereon-Constar,Empereon,partial
Omnicom Group,Omnicom,partial
Shanghai Electric Power,ShanghaiElectricPower,punctuation
ASSICURAZIONI GENERALI,ASSICURAZIONI GENERALI,typography
Daimler,DAIMLER,typography
Freeport-McMoRan,FREEPORT-MCMORAN,typography
Bridgestone Americas,BridgestoneAmericas,punctuation
NBCUniversal Media,nbcuniversal media,typography
HANA FINANCIAL,HANA FINANCIAL,typography
Exact,EXACT,typography
HEIDELBERGCEMENT,heidelbergcement,typography
KUWAIT FINANCE HOUSE,KUWAIT FINANCE,brand_parent
UTi Worldwide,UTI WORLDWIDE,typography
LG Household & Health Care,LGHouseholdHealthCare,punctuation
Komatsu,komatsu,typography
ArchCare,ARCHCARE,typography
Bigbank,bigbank,typography
Regeneron Pharmaceuticals,REGENERON PHARMACEUTICALS,typography
Devon Energy,Devon,partial
Bank Of Jiangsu,bank of jiangsu,typography
STYLESFORLESS.COM,stylesforless.com,typography
Intel Corporation Company,IntelCorporationCompany,punctuation
Homewood Health,Homewood,partial
FAMILY DOLLAR STORES,FAMILY DOLLAR STORES,typography
Sojitz Corporation,SojitzCorporation,punctuation
Bell City Auto Center,BellCityAutoCenter,punctuation
Tata Steel,Tata,partial
British American Tobacco,BRITISH AMERICAN TOBACCO,typography
Legend Holdings Corporation,Legend Holdings,legal_suffix
True North Energy,TRUE NORTH ENERGY,typography
Edison International,EDISON INTERNATIONAL,typography
International Paper,International,partial
Novo Nordisk,NN,abbreviation
Leomhann Enterprises,LeomhannEnterprises,punctuation
Cox Communications,Cox Communications,legal_suffix
First Data,first data,typography
Commonwealth Bank of Australia,Commonwealth Bank of Australia,legal_suffix
Suning Tesco Group,SUNING TESCO GROUP,typography
Principal Financial Services,PRINCIPAL FINANCIAL SERVICES,typography
Plumas Bank,Plumas,partial
SEKISUI HOUSE,SEKISUI HOUSE,typography
Emerus,Emerus,punctuation
KEYENCE CORPORATION,KEYENCE,legal_suffix
China Merchants Bank,china merchants bank,typography
Banco do Brasil,banco do brasil,typography
China Cinda Asset Management,China Cinda Asset,brand_parent
MOHAWK INDUSTRIES,MOHAWKINDUSTRIES,punctuation
Exact,exact,typography
Yanzhou Coal Mining,Yanzhou Coal,brand_parent
Enel,Enel,punctuation
Nissan,nissan,typography
Banco Bci,BANCO BCI,typography
Tenaris,tenaris,typography
Booz Allen Hamilton,BOOZ ALLEN HAMILTON,typography
China Construction Bank,CHINA CONSTRUCTION BANK,typography
JPMorgan Chase & Co.,JPMORGAN CHASE & CO.,typography
MARWOOD,MARWOOD,punctuation
Fiat Chrysler Automobiles,Fiat Chrysler,brand_parent
RCB Chemicals & Services,RCB CHEMICALS & SERVICES,typography
Saudi Electricity Company,SaudiElectricityCompany,punctuation
Emterra Group,EMTERRA GROUP,typography
The PNC Financial Services Group,The PNC Financial Services,brand_parent
Sanlam Life Insurance,Sanlam Life,brand_parent
PTT Public Company Limited,PTT PUBLIC COMPANY LIMITED,typography
Approved Cash,ApprovedCash,punctuation
Coop Pank,coop pank,typography
Sealed Air,SealedAir,punctuation
Liberty Mutual Insurance,LibertyMutualInsurance,punctuation
IBK (Industrial Bank of Korea),IBK(IndustrialBankofKorea),punctuation
Turner Broadcasting System,TURNER BROADCASTING SYSTEM,typography
FACEBOOK,FACEBOOK,punctuation
NT Financial Services,NTFinancialServices,punctuation
Alibaba.com,Alibaba,partial
Seagate Technology,Seagate,partial
Vienna Insurance Group,VIENNA INSURANCE GROUP,typography
Otsuka Holding,OtsukaHolding,punctuation
Cummins,Cummins,punctuation
Eastman Chemical,eastman chemical,typography
Northwell Health,Northwell,partial
Bajaj Finance,BAJAJ FINANCE,typography
Axis Bank,AXIS BANK,typography
China Petrochemical Corporation,ChinaPetrochemicalCorporation,punctuation
China Pacific Insurance,china pacific insurance,typography
Capital Region Medical Center,capital region medical center,typography
China Telecom Corporation,CHINA TELECOM CORPORATION,typography
Beiersdorf,beiersdorf,typography
United Rotary Brush,United Rotary,brand_parent
True North Energy,TrueNorthEnergy,punctuation
GENTEX CORPORATION,GENTEX CORPORATION,typography
Singapore Airlines,SINGAPORE AIRLINES,typography
Lincare Holdings,LINCARE HOLDINGS,typography
CBS Interactive,cbs interactive,typography
J. Skinner Baking Company,JSkinnerBakingCompany,punctuation
Lendmark Financial Services,LFS,abbreviation
Textron,TEXTRON,typography
WESFARMERS,wesfarmers,typography
Inter Rao,InterRao,punctuation
KAJIMA CORPORATION,kajima corporation,typography
Banorte Financial,banorte financial,typography
Texoma Medical Center,TEXOMA MEDICAL CENTER,typography
Cifi Group,Cifi,partial
Wells Fargo,wells fargo,typography
Conagra Brands,Conagra Brands,legal_suffix
Bank of Valletta,BankofValletta,punctuation
YILI.COM,YILICOM,punctuation
International Consolidated Airlines Group,InternationalConsolidatedAirlinesGroup,punctuation
Kohl's,kohl's,typography
Cresittel BEAUTY,CresittelBEAUTY,punctuation
Vertex Pharmaceuticals,VERTEX PHARMACEUTICALS,typography
Associated British Foods,associated british foods,typography
Yamaha Motor,yamaha motor,typography
THE BANK OF NEW YORK MELLON,TBONYM,abbreviation
Haitong Securities,Haitong,partial
Nokia,nokia,typography
Kindred Healthcare,KindredHealthcare,punctuation
SingTel,SINGTEL,typography
J. Skinner Baking Company,j. skinner baking company,typography
Old Mutual,old mutual,typography
CenturyLink,centurylink,typography
HYUNDAI MOBIS,hyundai mobis,typography
Genesis HealthCare,GH,abbreviation
DP World,DP WORLD,typography
Swisscom,swisscom,typography
Liberty Mutual Insurance,LIBERTY MUTUAL INSURANCE,typography
Etisalat,etisalat,typography
Bank Central Asia,BankCentralAsia,punctuation
Otis Spunkmeyer,OTIS SPUNKMEYER,typography
ONEX Corporation,ONEXCorporation,punctuation
FACEBOOK,facebook,typography
ATC IP,atc ip,typography
Dow,DOW,typography
Kuehne+Nagel,kuehne+nagel,typography
Subaru of America,SubaruofAmerica,punctuation
Lynch Consultants,Lynch,partial
Fannie Mae,fannie mae,typography
Evercam Ireland,Evercam,partial
Sumitomo Realty & Development,sumitomo realty & development,typography
Pembina Pipeline Corporation,pembina pipeline corporation,typography
Boston Consulting Group,Boston Consulting Group,legal_suffix
Cresittel BEAUTY,Cresittel,partial
CES,ces,typography
NOMURA HOLDINGS,NOMURAHOLDINGS,punctuation
Citigroup,CITIGROUP,typography
Nour Trading House,nour trading house,typography
Singapore Airlines,singapore airlines,typography
Shimao Property Holdings,Shimao,partial
Takeda Pharmaceutical,Takeda,partial
Texoma Medical Center,TMC,abbreviation
Equinor,EQUINOR,typography
Punjab National Bank,punjab national bank,typography
JFE Holdings,JFE,partial
Covestro,COVESTRO,typography
Dollar General,DollarGeneral,punctuation
CK Asset Holdings,ck asset holdings,typography
LARSEN & TOUBRO,LARSEN,partial
Infineon Technologies,INFINEON TECHNOLOGIES,typography
Kotak Mahindra Bank,KOTAK MAHINDRA BANK,typography
LARSEN & TOUBRO,LARSENTOUBRO,punctuation
Rogers Communications,RogersCommunications,punctuation
SLN Group,SLN,partial
The Regents of the University of California,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,typography
Textron,Textron,punctuation
Ally Financial,ally financial,typography
Bajaj Finance,bajaj finance,typography
FAST RETAILING,fast retailing,typography
Kellogg,Kellogg,punctuation
SHANGHAI INTERNATIONAL GROUP,SHANGHAI INTERNATIONAL GROUP,typography
China Tower Corporation,china tower corporation,typography
Mediobanca Banca di Credito Finanziario,MediobancaBancadiCreditoFinanziario,punctuation
ICE Development,ICE,partial
Ferrovial,ferrovial,typography
Svenska Handelsbanken,svenska handelsbanken,typography
Yuanta Financial Holding,Yuanta Financial,brand_parent
China International Marine Containers Group,China International Marine Containers Group,legal_suffix
Thomson Reuters,THOMSON REUTERS,typography
Dongfeng Motor Group,Dongfeng Motor,brand_parent
Lincoln National,LINCOLN NATIONAL,typography
CMS Energy,cms energy,typography
Zippo Manufacturing,ZIPPO MANUFACTURING,typography
Dana,Dana,punctuation
Qurate Retail,QURATE RETAIL,typography
China Petrochemical Corporation,CHINA PETROCHEMICAL CORPORATION,typography
Kasikornbank,KASIKORNBANK,typography
Adventist Health and Rideout,adventist health and rideout,typography
The General Hospital Corporation,The General Hospital,legal_suffix
China International Capital Corporation,ChinaInternationalCapitalCorporation,punctuation
Evraz Group,EVRAZ GROUP,typography
NRG Energy,nrg energy,typography
Banco do Brasil,BancodoBrasil,punctuation
Brookfield Asset Managemen,Brookfield,partial
Intesa Sanpaolo,intesa sanpaolo,typography
Zurich,Zurich,punctuation
T.F. Warren Group,t.f. warren group,typography
Eni,Eni,punctuation
Dollar General,DOLLAR GENERAL,typography
Assa Abloy,AssaAbloy,punctuation
ITOCHU,itochu,typography
APS Bank,APSBank,punctuation
NEMX Skilled Trades,NEMX Skilled,brand_parent
TH Medical,THMedical,punctuation
Biogen,biogen,typography
Quanta Computer,Quanta,partial
EssilorLuxottica,ESSILORLUXOTTICA,typography
Honda Motor,honda motor,typography
China Life Insurance,china life insurance,typography
Ross Stores,Ross,partial
Public Storage,PublicStorage,punctuation
China International Marine Containers Group,ChinaInternationalMarineContainersGroup,punctuation
BNP Paribas,BNPParibas,punctuation
airtel India,airtelIndia,punctuation
YILI.COM,YILI,partial
Emirates NBD Bank,EMIRATES NBD BANK,typography
Dow,Dow,punctuation
Aena,aena,typography
The Sherwin-Williams Company,the sherwin-williams company,typography
Woodforest National Bank,WOODFOREST NATIONAL BANK,typography
Dixon Hughes Goodman,DHG,abbreviation
Westlake Chemical Corporation,Westlake Chemical,legal_suffix
NICE inContact,NICE INCONTACT,typography
Microsoft,MICROSOFT,typography
CNBM,CNBM,punctuation
Dollar General,dollar general,typography
Celanese Corporation,CelaneseCorporation,punctuation
J/E Bearing and Machine,j/e bearing and machine,typography
TechnipFMC,TECHNIPFMC,typography
Bangkok Bank,BangkokBank,punctuation
Maple Leaf Foods,maple leaf foods,typography
Booking Holdings,BookingHoldings,punctuation
East West Bank,east west bank,typography
Associated British Foods,Associated British,brand_parent
Edwards Lifesciences Corporation,Edwards Lifesciences,legal_suffix
STMicroelectronics,STMicroelectronics,punctuation
AGRICULTURAL BANK OF CHINA (ABC),AGRICULTURAL BANK OF CHINA,brand_parent
The Manufacturers Life Insurance Company,THE MANUFACTURERS LIFE INSURANCE COMPANY,typography
Westlake Chemical Corporation,westlake chemical corporation,typography
Leonardo,leonardo,typography
Italia Salami,ItaliaSalami,punctuation
Breeze Dried,BreezeDried,punctuation
State Bank of India,state bank of india,typography
WORLD electronics,WORLD ELECTRONICS,typography
Allianz Life Insurance Company,allianz life insurance company,typography
China General Nuclear Power Corporation,ChinaGeneralNuclearPowerCorporation,punctuation
Ulta Beauty,ULTA BEAUTY,typography
Metropolitan Bank and Trust,Metropolitan Bank and,brand_parent
Methodist Hospitals,METHODIST HOSPITALS,typography
Flywheel,FLYWHEEL,typography
ONE Sotheby's International Realty,one sotheby's international realty,typography
Applied Resource Group,AppliedResourceGroup,punctuation
Phillips 66,phillips 66,typography
Whirlpool Corporation,Whirlpool,legal_suffix
Green Shield Canada,GreenShieldCanada,punctuation
Pentamaster,pentamaster,typography
W.W. Grainger,w.w. grainger,typography
Hargray Communications,HargrayCommunications,punctuation
General Electric,GE,abbreviation
Public Bank,public bank,typography
ADP,adp,typography
Woodside,woodside,typography
CRH,crh,typography
Vonovia,VONOVIA,typography
Bank Of Jiangsu,BankOfJiangsu,punctuation
Verizon,verizon,typography
Baloise Group,Baloise,partial
Donnelley Financial Solutions,DFS,abbreviation
Neste,NESTE,typography
Grasim Industries,Grasim,partial
SMC Corporation,smc corporation,typography
Rogers Communications,ROGERS COMMUNICATIONS,typography
Hindalco Industries,Hindalco,partial
Chunghwa Telecom,CHUNGHWA TELECOM,typography
"CELGENE CORPORATION
A BRISTOL-MYERS SQUIBB COMPANY","CELGENE CORPORATION
A BRISTOL-MYERS SQUIBB COMPANY",typography
CBS Interactive,CBSInteractive,punctuation
Tokyo Electron,TOKYO ELECTRON,typography
SGS,sgs,typography
Quest Diagnostics,QUEST DIAGNOSTICS,typography
TransDigm Group,TransDigmGroup,punctuation
China Merchants Shekou Industrial Zone,CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE,typography
Ageas,AGEAS,typography
The Move Crew,the move crew,typography
Steel Dynamics,steel dynamics,typography
MAPFRE,mapfre,typography
Societe Generale,SOCIETE GENERALE,typography
Hormel Foods Corporation,hormel foods corporation,typography
General Mills,GENERAL MILLS,typography
Nedbank,nedbank,typography
Wanhua Chemical Group,Wanhua,partial
LARSEN & TOUBRO,larsen & toubro,typography
Keurig Dr Pepper,KeurigDrPepper,punctuation
Teva Pharmaceutical Industries,Teva Pharmaceutical,brand_parent
Caliber Home Loans,Caliber Home,brand_parent
Texoma Medical Center,TexomaMedicalCenter,punctuation
UniCredit,UniCredit,punctuation
AmerisourceBergen,AMERISOURCEBERGEN,typography
Bank Mandiri,bank mandiri,typography
TE Connectivity,TE,partial
InterContinental Hotels Group,InterContinental,partial
Disney,Disney,punctuation
FAST RETAILING,FAST RETAILING,typography
LogistiCare Solutions,logisticare solutions,typography
Royal Bank of Canada,RoyalBankofCanada,punctuation
CTBC Financial,CTBC,partial
Mulligan Software,MULLIGAN SOFTWARE,typography
Unitedhealth Group,UnitedhealthGroup,punctuation
Associated British Foods,ASSOCIATED BRITISH FOODS,typography
Caterpillar,CATERPILLAR,typography
Corning,corning,typography
McDermott,mcdermott,typography
Kaiser Foundation Health Plan,KFHP,abbreviation
Mitchell International,MITCHELL INTERNATIONAL,typography
Devon Energy,DevonEnergy,punctuation
Rockwell Automation,rockwell automation,typography
PETRONAS Chemicals Group,petronas chemicals group,typography
Convoy Supply,convoy supply,typography
Vale,Vale,punctuation
Canadian National Railway,Canadian National,brand_parent
TE Connectivity,TC,abbreviation
BAE Systems,BAE SYSTEMS,typography
New York Community Bank,New York Community,brand_parent
Wayfair,Wayfair,punctuation
Chunghwa Telecom,Chunghwa,partial
China Taiping Insurance,ChinaTaipingInsurance,punctuation
Jingdong JD.com,Jingdong JD,brand_parent
SINGING RIVER HEALTH SYSTEM,SRHS,abbreviation
Stora Enso,STORA ENSO,typography
Intel Corporation Company,INTEL CORPORATION COMPANY,typography
Cambodian National Insurance,CambodianNationalInsurance,punctuation
PTT Public Company Limited,PTT Public  Limited,legal_suffix
SoftBank,SOFTBANK,typography
Wanhua Chemical Group,WanhuaChemicalGroup,punctuation
The Genesis Group,THE GENESIS GROUP,typography
KYOCERA Corporation,KYOCERA,legal_suffix
LARSEN & TOUBRO,LARSEN & TOUBRO,typography
Honeywell International,HoneywellInternational,punctuation
S&P Global Market Intelligence,SPGlobalMarketIntelligence,punctuation
Husky Energy,HUSKY ENERGY,typography
Knorr-Bremse,Knorr,partial
Sumitomo Electric,SumitomoElectric,punctuation
Legend Holdings Corporation,LegendHoldingsCorporation,punctuation
KOREA GAS CORPORATION,KOREA GAS,legal_suffix
Formosa Petrochemical,formosa petrochemical,typography
Cisco Systems,CiscoSystems,punctuation
FUJIFILM Holdings,FUJIFILMHoldings,punctuation
Xcel Energy,Xcel,partial
Uniper,uniper,typography
Baptist Emergency Hospital,BAPTIST EMERGENCY HOSPITAL,typography
Magic Leap,MAGIC LEAP,typography
CarMax Business Services,CarMax,partial
Morgan Stanley,morgan stanley,typography
Ternium,ternium,typography
PKN ORLEN,PKN,partial
C.V.A,c.v.a,typography
Evergrande Group,evergrande group,typography
DXC Technology,DXC TECHNOLOGY,typography
Horizon Community Bank,horizon community bank,typography
Singapore Airlines,SIA,abbreviation
Green Shield Canada,Green Shield,brand_parent
FUJITSU,fujitsu,typography
Tohoku Electric Power,tohoku electric power,typography
Broadcom,broadcom,typography
Krungthai Bank,Krungthai,partial
Atos,ATOS,typography
Taiwan Semiconductor,taiwan semiconductor,typography
Mitsubishi UFJ Financial Group,Mitsubishi,partial
Dixon Hughes Goodman,Dixon,partial
Celanese Corporation,CELANESE CORPORATION,typography
Kantar,Kantar,punctuation
Key Corp,KEY CORP,typography
GAC Motor,GACMotor,punctuation
Voestalpine,voestalpine,typography
CJ CHEILJEDANG CORP,CJ CHEILJEDANG CORP,typography
Eastman Chemical,EASTMAN CHEMICAL,typography
Visa,visa,typography
Dassault Aviation,Dassault,partial
Japan Exchange Group,JEG,abbreviation
Fortum,Fortum,punctuation
KOREA GAS CORPORATION,KOREA,partial
Toho Technology,toho technology,typography
Zoetis,Zoetis,punctuation
Nokia,NOKIA,typography
Baylor Scott & White Health,Baylor Scott & White Health,legal_suffix
Daines Insurance and Financial Services,daines insurance and financial services,typography
Hon Hai Precision,HonHaiPrecision,punctuation
S&P Global,S P,brand_parent
State Bank of India,SBoI,abbreviation
Ecolab,Ecolab,punctuation
Public Service Enterprise Group,PUBLIC SERVICE ENTERPRISE GROUP,typography
Genworth Financial,GenworthFinancial,punctuation
Reading Crane & Engineering,ReadingCraneEngineering,punctuation
IGI Life Insurance,igi life insurance,typography
Qualcomm Technologies,QUALCOMM TECHNOLOGIES,typography
AlphaKOR Group,alphakor group,typography
Arab National Bank,ANB,abbreviation
Kearney & Company,Kearney,partial
PepsiCo,pepsico,typography
Comerica Bank,comerica bank,typography
OTP Bank,OTP,partial
Sumitomo Mitsui Financial,Sumitomo Mitsui,brand_parent
Evergrande Group,Evergrande,partial
Tesla,tesla,typography
Formosa Chemicals & Fibre,FORMOSA CHEMICALS & FIBRE,typography
PKO Bank Polski,PKO Bank,brand_parent
Roberts Trucking,Roberts,partial
Huaneng Power International,Huaneng Power,brand_parent
Telenor Group,TELENOR GROUP,typography
WH Group,WH,partial
YILI.COM,yili.com,typography
Air Products & Chemicals,Air Products,brand_parent
Japan Exchange Group,JapanExchangeGroup,punctuation
Lincoln National,lincoln national,typography
China Development Financial Holding Corporation,china development financial holding corporation,typography
V-Soft Consulting,V Soft,brand_parent
GKN Sinter Metals Engineering,gkn sinter metals engineering,typography
D.R. Horton,D.R. HORTON,typography
ZheShang Bank,ZHESHANG BANK,typography
Lloyds Banking Group,LloydsBankingGroup,punctuation
Egar Tool & Die,Egar Tool,brand_parent
MetLife Services and Solutions,MetLife,partial
PARAMOUNT RESIDENTIAL MORTGAGE GROUP,PARAMOUNTRESIDENTIALMORTGAGEGROUP,punctuation
Home Depot Product Authority,home depot product authority,typography
CNH Industrial,CNH INDUSTRIAL,typography
Schaeffler,SCHAEFFLER,typography
DISH Network,DISHNetwork,punctuation
Investor AB,InvestorAB,punctuation
Symmetry Financial Group,SymmetryFinancialGroup,punctuation
Lanyon Solutions,LANYON SOLUTIONS,typography
Berry Global,BERRY GLOBAL,typography
WOORI FINANCIAL GROUP,WFG,abbreviation
NewAgeSys Solutions,newagesys solutions,typography
CME Group,cme group,typography
U.S. Bank,U.S. BANK,typography
SHIMIZU CORPORATION,SHIMIZU,legal_suffix
Dassault Systemes,DassaultSystemes,punctuation
TD Bank,TD,partial
Equity Residential,EQUITY RESIDENTIAL,typography
BOE Technology Group,boe technology group,typography
Uniper,Uniper,punctuation
Bank Hapoalim,BH,abbreviation
Teva Pharmaceutical Industries,TEVA PHARMACEUTICAL INDUSTRIES,typography
Mitsubishi Chemical,Mitsubishi,partial
Guaranty Bank & Trust,GUARANTY BANK & TRUST,typography
Egar Tool & Die,EGAR TOOL & DIE,typography
Amadeus IT Group,Amadeus,partial
Terna Engineering College,Terna Engineering College,legal_suffix
Shiseido,shiseido,typography
Masco,masco,typography
Abbott,Abbott,punctuation
Pembina Pipeline Corporation,Pembina Pipeline,legal_suffix
Kearney & Company,KearneyCompany,punctuation
FC Compassus,fc compassus,typography
Licking Memorial Health Systems,licking memorial health systems,typography
Markel Corporation,markel corporation,typography
Sysco,Sysco,punctuation
Grupo Aval,GrupoAval,punctuation
Reliance Industries,RelianceIndustries,punctuation
Banco Bci,Banco Bci,legal_suffix
China Gas Holdings,China Gas,brand_parent
Booz Allen Hamilton,BoozAllenHamilton,punctuation
ADS Alliance Data Systems,AADS,abbreviation
American Financial Group,American Financial,brand_parent
airtel India,airtel,partial
Goldman Sachs,goldman sachs,typography
Astellas Pharma,AstellasPharma,punctuation
ASAHI GROUP HOLDINGS,asahi group holdings,typography
Mahindra & Mahindra,MAHINDRA & MAHINDRA,typography
KLA Corporation,KLACorporation,punctuation
Experian,experian,typography
Metro Cast Network,MCN,abbreviation
Covivio,Covivio,punctuation
Uber Technologies,UBER TECHNOLOGIES,typography
Exxon Mobil,exxon mobil,typography
DuPont,DUPONT,typography
AntarChile,ANTARCHILE,typography
KwaZulu-Natal Department of Health,KWAZULU-NATAL DEPARTMENT OF HEALTH,typography
Ultra-Grip International,ultra-grip international,typography
Intact Financial Corporation,IFC,abbreviation
Merck & Co,MerckCo,punctuation
Investec,INVESTEC,typography
Accord Business Consulting,Accord Business Consulting,legal_suffix
CREDIT SUISSE GROUP,CREDIT SUISSE,brand_parent
Waterite,Waterite,punctuation
Investec,Investec,punctuation
Goldman Sachs,GS,abbreviation
TH Medical,TH,partial
Credicorp,Credicorp,punctuation
Martinrea International,MARTINREA INTERNATIONAL,typography
Akzo Nobel,akzo nobel,typography
American Tire Distributors ,AmericanTireDistributors,punctuation
Western Alliance Bancorporation,western alliance bancorporation,typography
Sumitomo Chemical,sumitomo chemical,typography
Honeywell International,HONEYWELL INTERNATIONAL,typography
Evercam Ireland,evercam ireland,typography
Keller Williams Realty,Keller,partial
Williams Grand Prix Engineering,Williams Grand Prix,brand_parent
NT Financial Services,NFS,abbreviation
Jiangxi Copper Corporation,JIANGXI COPPER CORPORATION,typography
SUNTORY BEVERAGE & FOOD,SBF,abbreviation
Snam,Snam,punctuation
Microsoft,Microsoft,punctuation
CK Hutchison,ck hutchison,typography
Talanx,Talanx,punctuation
Lumileds Holding,Lumileds,partial
ENBRIDGE,enbridge,typography
Bank Negara Indonesia,bank negara indonesia,typography
BANK OF CHINA(BOC),BANKOFCHINA(BOC),punctuation
Neato Employment Services,Neato Employment,brand_parent
Unum Group,Unum,partial
Paychex,PAYCHEX,typography
Intuitive Surgical,INTUITIVE SURGICAL,typography
Capio,Capio,punctuation
Netflix,netflix,typography
Zimmer Biomet,ZIMMER BIOMET,typography
SAMSUNG FIRE & MARINE INSURANCE,SFMI,abbreviation
Agilent Technologies,AgilentTechnologies,punctuation
CHINA MINSHENG BANK,CHINA MINSHENG BANK,typography
Deloitte Touche Tohmatsu,deloitte touche tohmatsu,typography
Daimler,daimler,typography
CIMB GROUP HOLDINGS,CIMB,partial
American Airlines,AmericanAirlines,punctuation
Fiserv,FISERV,typography
airtel India,AIRTEL INDIA,typography
Banco Santander,banco santander,typography
Japan Exchange Group,JAPAN EXCHANGE GROUP,typography
WEST JAPAN RAILWAY,WJR,abbreviation
Isuzu Motors,Isuzu,partial
Exxon Mobil Corporation,exxon mobil corporation,typography
Keurig Dr Pepper,KEURIG DR PEPPER,typography
Skandinaviska Enskilda Banken,Skandinaviska Enskilda,brand_parent
Seagate Technology,SEAGATE TECHNOLOGY,typography
Newmont Corporation,newmont corporation,typography
Kinder Signs and Design,Kinder Signs and,brand_parent
Idemitsu Kosan,IdemitsuKosan,punctuation
China Communications Construction,China Communications,brand_parent
Restaurant Brands International,restaurant brands international,typography
Infosys,infosys,typography
Shiseido,SHISEIDO,typography
Chunghwa Telecom,chunghwa telecom,typography
Lockheed Martin,LOCKHEED MARTIN,typography
NICE inContact,NICE inContact,legal_suffix
USAA,usaa,typography
Punjab National Bank,PNB,abbreviation
Sumitomo Mitsui Financial,SMF,abbreviation
Third Federal Savings & Loan,THIRD FEDERAL SAVINGS & LOAN,typography
OZCARE,ozcare,typography
China Taiping Insurance,CHINA TAIPING INSURANCE,typography
Fifth Third Bank,FifthThirdBank,punctuation
Alstom,ALSTOM,typography
Linamar,linamar,typography
Sandvik,sandvik,typography
Willis Towers Watson,Willis Towers,brand_parent
Kaiser Foundation Health Plan,Kaiser,partial
Mizuho Financial,MIZUHO FINANCIAL,typography
Goodyear Tire & Rubber,Goodyear Tire,brand_parent
TMMC,tmmc,typography
SEKISUI HOUSE,sekisui house,typography
Regions Bank,REGIONS BANK,typography
Samsung SDS,Samsung,partial
NTT DATA,NTT,partial
Jingdong JD.com,JingdongJDcom,punctuation
Jiangxi Copper Corporation,Jiangxi Copper,legal_suffix
Link Asset Management,LinkAssetManagement,punctuation
KLA Corporation,KLA CORPORATION,typography
Berry Global,Berry,partial
George Weston,george weston,typography
Schlumberger,SCHLUMBERGER,typography
Sanlam Life Insurance,SanlamLifeInsurance,punctuation
General Mills,GeneralMills,punctuation
Altice USA,Altice,partial
Etisalat,Etisalat,punctuation
Canadia Bank,canadia bank,typography
Kasikornbank,Kasikornbank,punctuation
Cogne Acciai Speciali,COGNE ACCIAI SPECIALI,typography
AutoZone,AutoZone,punctuation
LG Household & Health Care,lg household & health care,typography
Formosa Plastics Corporation,Formosa Plastics,legal_suffix
Stanley Black & Decker,StanleyBlackDecker,punctuation
The Siam Commercial Bank Public Company,THE SIAM COMMERCIAL BANK PUBLIC COMPANY,typography
Banner Health,BannerHealth,punctuation
Channel 5 Broadcasting,Channel5Broadcasting,punctuation
PVH Corp,PVHCorp,punctuation
Innotec,Innotec,punctuation
