canonical,variant,type
Kia Motors,kia motors,typography
Kinder Signs and Design,Kinder Signs and,brand_parent
Kinder Signs and Design,KinderSignsandDesign,punctuation
Kinder Signs and Design,KINDER SIGNS AND DESIGN,typography
Kinder Signs and Design,kinder signs and design,typography
Kindred Healthcare,KindredHealthcare,punctuation
Kindred Healthcare,KINDRED HEALTHCARE,typography
Kindred Healthcare,kindred healthcare,typography
Kingston Hospital NHS Foundation Trust,Kingston Hospital NHS Foundation,brand_parent
Kingston Hospital NHS Foundation Trust,KingstonHospitalNHSFoundationTrust,punctuation
Kingston Hospital NHS Foundation Trust,KINGSTON HOSPITAL NHS FOUNDATION TRUST,typography
Kingston Hospital NHS Foundation Trust,kingston hospital nhs foundation trust,typography
Kirin Holdings,Kirin,partial
Kirin Holdings,KirinHoldings,punctuation
Kirin Holdings,KIRIN HOLDINGS,typography
Kirin Holdings,kirin holdings,typography
KLA Corporation,KLA,legal_suffix
KLA Corporation,KLACorporation,punctuation
KLA Corporation,KLA CORPORATION,typography
KLA Corporation,kla corporation,typography
Knorr-Bremse,Knorr,partial
Knorr-Bremse,KNORR-BREMSE,typography
Knorr-Bremse,knorr-bremse,typography
KnowBe4,KnowBe,partial
KnowBe4,KNOWBE4,typography
KnowBe4,knowbe4,typography
Kobe Steel,Kobe,partial
Kobe Steel,KobeSteel,punctuation
Kobe Steel,KOBE STEEL,typography
Kobe Steel,kobe steel,typography
Kohl's,Kohl,partial
Kohl's,KOHL'S,typography
Kohl's,kohl's,typography
Komatsu,KOMATSU,typography
Komatsu,komatsu,typography
KONE,kone,typography
Koninklijke Philips,Koninklijke,partial
Koninklijke Philips,KoninklijkePhilips,punctuation
Koninklijke Philips,KONINKLIJKE PHILIPS,typography
Koninklijke Philips,koninklijke philips,typography
KOREA GAS CORPORATION,KOREA,partial
KOREA GAS CORPORATION,KOREA GAS,legal_suffix
KOREA GAS CORPORATION,KOREAGASCORPORATION,punctuation
KOREA GAS CORPORATION,korea gas corporation,typography
Kotak Mahindra Bank,Kotak,partial
Kotak Mahindra Bank,Kotak Mahindra,brand_parent
Kotak Mahindra Bank,KotakMahindraBank,punctuation
Kotak Mahindra Bank,KOTAK MAHINDRA BANK,typography
Kotak Mahindra Bank,kotak mahindra bank,typography
KPMG International,KPMG,partial
KPMG International,KPMGInternational,punctuation
KPMG International,KPMG INTERNATIONAL,typography
KPMG International,kpmg international,typography
Krug,KRUG,typography
Krug,krug,typography
Krungthai Bank,KB,abbreviation
Krungthai Bank,Krungthai,partial
Krungthai Bank,KrungthaiBank,punctuation
Krungthai Bank,KRUNGTHAI BANK,typography
Krungthai Bank,krungthai bank,typography
KUBOTA,kubota,typography
Kuehne+Nagel,KN,abbreviation
Kuehne+Nagel,Kuehne,partial
Kuehne+Nagel,KUEHNE+NAGEL,typography
Kuehne+Nagel,kuehne+nagel,typography
KURI TEC,KURI,partial
KURI TEC,KURITEC,punctuation
KURI TEC,kuri tec,typography
KUWAIT FINANCE HOUSE,KUWAIT FINANCE,brand_parent
KUWAIT FINANCE HOUSE,KUWAITFINANCEHOUSE,punctuation
KUWAIT FINANCE HOUSE,kuwait finance house,typography
KwaZulu-Natal Department of Health,KwaZulu Natal Department of,brand_parent
KwaZulu-Natal Department of Health,KwaZulu-NatalDepartmentofHealth,punctuation
KwaZulu-Natal Department of Health,KWAZULU-NATAL DEPARTMENT OF HEALTH,typography
KwaZulu-Natal Department of Health,kwazulu-natal department of health,typography
Kweichow Moutai,KweichowMoutai,punctuation
Kweichow Moutai,KWEICHOW MOUTAI,typography
Kweichow Moutai,kweichow moutai,typography
KYOCERA Corporation,KYOCERA,legal_suffix
KYOCERA Corporation,KYOCERACorporation,punctuation
KYOCERA Corporation,KYOCERA CORPORATION,typography
KYOCERA Corporation,kyocera corporation,typography
KYUSHU ELECTRIC POWER,KYUSHU,partial
KYUSHU ELECTRIC POWER,KYUSHU ELECTRIC,brand_parent
KYUSHU ELECTRIC POWER,KYUSHUELECTRICPOWER,punctuation
KYUSHU ELECTRIC POWER,kyushu electric power,typography
L3Harris Technologies,L Harris,brand_parent
L3Harris Technologies,L3HarrisTechnologies,punctuation
L3Harris Technologies,L3HARRIS TECHNOLOGIES,typography
L3Harris Technologies,l3harris technologies,typography
Laboratory Corporation of America Holdings,LCoAH,abbreviation
Laboratory Corporation of America Holdings,Laboratory  of America Holdings,legal_suffix
Laboratory Corporation of America Holdings,Laboratory Corporation of America,brand_parent
Laboratory Corporation of America Holdings,LaboratoryCorporationofAmericaHoldings,punctuation
Laboratory Corporation of America Holdings,LABORATORY CORPORATION OF AMERICA HOLDINGS,typography
Laboratory Corporation of America Holdings,laboratory corporation of america holdings,typography
Lake View Credit Union,Lake View Credit,brand_parent
Lake View Credit Union,LakeViewCreditUnion,punctuation
Lake View Credit Union,LAKE VIEW CREDIT UNION,typography
Lake View Credit Union,lake view credit union,typography
Lakeside Foods,LakesideFoods,punctuation
Lakeside Foods,LAKESIDE FOODS,typography
Lakeside Foods,lakeside foods,typography
LAM RESEARCH CORPORATION,LAM RESEARCH,legal_suffix
LAM RESEARCH CORPORATION,LAMRESEARCHCORPORATION,punctuation
LAM RESEARCH CORPORATION,lam research corporation,typography
Lanyon Solutions,LanyonSolutions,punctuation
Lanyon Solutions,LANYON SOLUTIONS,typography
Lanyon Solutions,lanyon solutions,typography
LARSEN & TOUBRO,LARSEN,partial
LARSEN & TOUBRO,LARSENTOUBRO,punctuation
LARSEN & TOUBRO,larsen & toubro,typography
Las Vegas Sands,LasVegasSands,punctuation
Las Vegas Sands,LAS VEGAS SANDS,typography
Las Vegas Sands,las vegas sands,typography
Latitude Group,Latitude,partial
Latitude Group,LatitudeGroup,punctuation
Latitude Group,LATITUDE GROUP,typography
Latitude Group,latitude group,typography
La-Z-Boy,LA-Z-BOY,typography
La-Z-Boy,la-z-boy,typography
LEADBETTERS MEATS,LEADBETTERS,partial
LEADBETTERS MEATS,LEADBETTERSMEATS,punctuation
LEADBETTERS MEATS,leadbetters meats,typography
Lear Corporation,Lear,legal_suffix
Lear Corporation,LearCorporation,punctuation
Lear Corporation,LEAR CORPORATION,typography
Lear Corporation,lear corporation,typography
LEDVANCE,ledvance,typography
Legend Holdings Corporation,Legend,partial
Legend Holdings Corporation,Legend Holdings,legal_suffix
Legend Holdings Corporation,LegendHoldingsCorporation,punctuation
Legend Holdings Corporation,LEGEND HOLDINGS CORPORATION,typography
Legend Holdings Corporation,legend holdings corporation,typography
Leggett & Platt,Leggett,partial
Leggett & Platt,LeggettPlatt,punctuation
Leggett & Platt,LEGGETT & PLATT,typography
Leggett & Platt,leggett & platt,typography
Legrand,LEGRAND,typography
Legrand,legrand,typography
Leidos,LEIDOS,typography
Leidos,leidos,typography
Lendmark Financial Services,LFS,abbreviation
Lendmark Financial Services,Lendmark,partial
Lendmark Financial Services,Lendmark Financial,brand_parent
Lendmark Financial Services,LendmarkFinancialServices,punctuation
Lendmark Financial Services,LENDMARK FINANCIAL SERVICES,typography
Lendmark Financial Services,lendmark financial services,typography
Lennar,LENNAR,typography
Lennar,lennar,typography
Lennox International,Lennox,partial
Lennox International,LennoxInternational,punctuation
Lennox International,LENNOX INTERNATIONAL,typography
Lennox International,lennox international,typography
Lenovo,LENOVO,typography
Lenovo,lenovo,typography
Leomhann Enterprises,Leomhann,partial
Leomhann Enterprises,LeomhannEnterprises,punctuation
Leomhann Enterprises,LEOMHANN ENTERPRISES,typography
Leomhann Enterprises,leomhann enterprises,typography
Leonardo,LEONARDO,typography
Leonardo,leonardo,typography
Leon's,Leon,partial
Leon's,LEON'S,typography
Leon's,leon's,typography
LG Chem,LG,partial
LG Chem,LGChem,punctuation
LG Chem,LG CHEM,typography
LG Chem,lg chem,typography
LG Display,LG,partial
LG Display,LGDisplay,punctuation
LG Display,LG DISPLAY,typography
LG Display,lg display,typography
LG Electronics,LG,partial
LG Electronics,LGElectronics,punctuation
LG Electronics,LG ELECTRONICS,typography
LG Electronics,lg electronics,typography
LG Household & Health Care,LG,partial
LG Household & Health Care,LHHC,abbreviation
LG Household & Health Care,LG Household Health,brand_parent
LG Household & Health Care,LGHouseholdHealthCare,punctuation
LG Household & Health Care,LG HOUSEHOLD & HEALTH CARE,typography
LG Household & Health Care,lg household & health care,typography
Liberty Global,LG,abbreviation
Liberty Global,Liberty,partial
Liberty Global,LibertyGlobal,punctuation
Liberty Global,LIBERTY GLOBAL,typography
Liberty Global,liberty global,typography
Liberty Mutual Insurance,Liberty,partial
Liberty Mutual Insurance,Liberty Mutual,brand_parent
Liberty Mutual Insurance,LibertyMutualInsurance,punctuation
Liberty Mutual Insurance,LIBERTY MUTUAL INSURANCE,typography
Liberty Mutual Insurance,liberty mutual insurance,typography
Licking Memorial Health Systems,LMHS,abbreviation
Licking Memorial Health Systems,Licking Memorial Health,brand_parent
Licking Memorial Health Systems,LickingMemorialHealthSystems,punctuation
Licking Memorial Health Systems,LICKING MEMORIAL HEALTH SYSTEMS,typography
Licking Memorial Health Systems,licking memorial health systems,typography
Linamar,LINAMAR,typography
Linamar,linamar,typography
Lincare Holdings,Lincare,partial
Lincare Holdings,LincareHoldings,punctuation
Lincare Holdings,LINCARE HOLDINGS,typography
Lincare Holdings,lincare holdings,typography
Lincoln National,Lincoln,partial
Lincoln National,LincolnNational,punctuation
Lincoln National,LINCOLN NATIONAL,typography
Lincoln National,lincoln national,typography
Link Asset Management,Link Asset,brand_parent
Link Asset Management,LinkAssetManagement,punctuation
Link Asset Management,LINK ASSET MANAGEMENT,typography
Link Asset Management,link asset management,typography
Listrak,LISTRAK,typography
Listrak,listrak,typography
Lloyds Banking Group,LBG,abbreviation
Lloyds Banking Group,Lloyds Banking,brand_parent
Lloyds Banking Group,LloydsBankingGroup,punctuation
Lloyds Banking Group,LLOYDS BANKING GROUP,typography
Lloyds Banking Group,lloyds banking group,typography
Loblaw Companies,Loblaw,partial
Loblaw Companies,LoblawCompanies,punctuation
Loblaw Companies,LOBLAW COMPANIES,typography
Loblaw Companies,loblaw companies,typography
Lockheed Martin,Lockheed,partial
Lockheed Martin,LockheedMartin,punctuation
Lockheed Martin,LOCKHEED MARTIN,typography
Lockheed Martin,lockheed martin,typography
Loews,LOEWS,typography
Loews,loews,typography
Logan Group,LG,abbreviation
Logan Group,Logan,partial
Logan Group,LoganGroup,punctuation
Logan Group,LOGAN GROUP,typography
Logan Group,logan group,typography
LogistiCare Solutions,LogistiCare,partial
LogistiCare Solutions,LogistiCareSolutions,punctuation
LogistiCare Solutions,LOGISTICARE SOLUTIONS,typography
LogistiCare Solutions,logisticare solutions,typography
London Stock Exchange,London Stock,brand_parent
London Stock Exchange,LondonStockExchange,punctuation
London Stock Exchange,LONDON STOCK EXCHANGE,typography
London Stock Exchange,london stock exchange,typography
Lonza,LONZA,typography
Lonza,lonza,typography
Lowe's,Lowe,partial
Lowe's,LOWE'S,typography
Lowe's,lowe's,typography
LPL Financial,LPL,partial
LPL Financial,LPLFinancial,punctuation
LPL Financial,LPL FINANCIAL,typography
LPL Financial,lpl financial,typography
Lufthansa,LUFTHANSA,typography
Lufthansa,lufthansa,typography
LUKOIL,lukoil,typography
Lumileds Holding,Lumileds,partial
Lumileds Holding,LumiledsHolding,punctuation
Lumileds Holding,LUMILEDS HOLDING,typography
Lumileds Holding,lumileds holding,typography
Lynch Consultants,Lynch,partial
Lynch Consultants,LynchConsultants,punctuation
Lynch Consultants,LYNCH CONSULTANTS,typography
Lynch Consultants,lynch consultants,typography
M&T Bank,MTB,abbreviation
M&T Bank,MTBank,punctuation
M&T Bank,M&T BANK,typography
M&T Bank,m&t bank,typography
Macatawa Bank,Macatawa,partial
Macatawa Bank,MacatawaBank,punctuation
Macatawa Bank,MACATAWA BANK,typography
Macatawa Bank,macatawa bank,typography
Macy's,Macy,partial
Macy's,MACY'S,typography
Macy's,macy's,typography
macys.com,macys,partial
macys.com,macyscom,punctuation
macys.com,MACYS.COM,typography
Madinah Translation,Madinah,partial
Madinah Translation,MadinahTranslation,punctuation
Madinah Translation,MADINAH TRANSLATION,typography
Madinah Translation,madinah translation,typography
Magic Leap,MagicLeap,punctuation
Magic Leap,MAGIC LEAP,typography
Magic Leap,magic leap,typography
Magna International,Magna,partial
Magna International,MagnaInternational,punctuation
Magna International,MAGNA INTERNATIONAL,typography
Magna International,magna international,typography
Mahindra & Mahindra,Mahindra,partial
Mahindra & Mahindra,MahindraMahindra,punctuation
Mahindra & Mahindra,MAHINDRA & MAHINDRA,typography
Mahindra & Mahindra,mahindra & mahindra,typography
Malayan Banking Berhad,Malayan Banking,brand_parent
Malayan Banking Berhad,MalayanBankingBerhad,punctuation
Malayan Banking Berhad,MALAYAN BANKING BERHAD,typography
Malayan Banking Berhad,malayan banking berhad,typography
MAPFRE,mapfre,typography
Maple Leaf Foods,MapleLeafFoods,punctuation
Maple Leaf Foods,MAPLE LEAF FOODS,typography
Maple Leaf Foods,maple leaf foods,typography
Marathon Oil,MarathonOil,punctuation
Marathon Oil,MARATHON OIL,typography
Marathon Oil,marathon oil,typography
Marathon Petroleum,MarathonPetroleum,punctuation
Marathon Petroleum,MARATHON PETROLEUM,typography
Marathon Petroleum,marathon petroleum,typography
Markel Corporation,Markel,legal_suffix
Markel Corporation,MarkelCorporation,punctuation
Markel Corporation,MARKEL CORPORATION,typography
Markel Corporation,markel corporation,typography
Marriott International,Marriott,partial
Marriott International,MarriottInternational,punctuation
Marriott International,MARRIOTT INTERNATIONAL,typography
Marriott International,marriott international,typography
Mars,MARS,typography
Mars,mars,typography
Marsh & McLennan,Marsh,partial
Marsh & McLennan,MarshMcLennan,punctuation
Marsh & McLennan,MARSH & MCLENNAN,typography
Marsh & McLennan,marsh & mclennan,typography
Martinrea International,Martinrea,partial
Martinrea International,MartinreaInternational,punctuation
Martinrea International,MARTINREA INTERNATIONAL,typography
Martinrea International,martinrea international,typography
MARWOOD,marwood,typography
Masco,MASCO,typography
Masco,masco,typography
Massachusetts Mutual Life Insurance Company (MassMutual),Massachusetts Mutual Life Insurance Company,brand_parent
Massachusetts Mutual Life Insurance Company (MassMutual),Massachusetts Mutual Life Insurance  (MassMutual),legal_suffix
Massachusetts Mutual Life Insurance Company (MassMutual),MassachusettsMutualLifeInsuranceCompany(MassMutual),punctuation
Massachusetts Mutual Life Insurance Company (MassMutual),MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY (MASSMUTUAL),typography
Massachusetts Mutual Life Insurance Company (MassMutual),massachusetts mutual life insurance company (massmutual),typography
Matthews International Corporation,Matthews International,legal_suffix
Matthews International Corporation,MatthewsInternationalCorporation,punctuation
Matthews International Corporation,MATTHEWS INTERNATIONAL CORPORATION,typography
Matthews International Corporation,matthews international corporation,typography
MCC,mcc,typography
McDermott,MCDERMOTT,typography
McDermott,mcdermott,typography
McKesson,MCKESSON,typography
McKesson,mckesson,typography
Mediacom Communications,Mediacom,partial
Mediacom Communications,MediacomCommunications,punctuation
Mediacom Communications,MEDIACOM COMMUNICATIONS,typography
Mediacom Communications,mediacom communications,typography
MediaTek,MEDIATEK,typography
MediaTek,mediatek,typography
Mediobanca Banca di Credito Finanziario,MBdCF,abbreviation
Mediobanca Banca di Credito Finanziario,Mediobanca Banca di Credito,brand_parent
Mediobanca Banca di Credito Finanziario,MediobancaBancadiCreditoFinanziario,punctuation
Mediobanca Banca di Credito Finanziario,MEDIOBANCA BANCA DI CREDITO FINANZIARIO,typography
Mediobanca Banca di Credito Finanziario,mediobanca banca di credito finanziario,typography
Mediterranean Bank Network,Mediterranean Bank,brand_parent
Mediterranean Bank Network,MediterraneanBankNetwork,punctuation
Mediterranean Bank Network,MEDITERRANEAN BANK NETWORK,typography
Mediterranean Bank Network,mediterranean bank network,typography
Medtronic,MEDTRONIC,typography
Medtronic,medtronic,typography
Mega Holdings,Mega,partial
Mega Holdings,MegaHoldings,punctuation
Mega Holdings,MEGA HOLDINGS,typography
Mega Holdings,mega holdings,typography
Meiji Holdings,Meiji,partial
Meiji Holdings,MeijiHoldings,punctuation
Meiji Holdings,MEIJI HOLDINGS,typography
Meiji Holdings,meiji holdings,typography
meituandianping,MEITUANDIANPING,typography
Melrose Industries,Melrose,partial
Melrose Industries,MelroseIndustries,punctuation
Melrose Industries,MELROSE INDUSTRIES,typography
Melrose Industries,melrose industries,typography
Merck & Co,Merck,partial
Merck & Co,MerckCo,punctuation
Merck & Co,Merck &,legal_suffix
Merck & Co,MERCK & CO,typography
Merck & Co,merck & co,typography
Merck & Co.,Merck,partial
Merck & Co.,MerckCo,punctuation
Merck & Co.,MERCK & CO.,typography
Merck & Co.,merck & co.,typography
Methodist Hospitals,MethodistHospitals,punctuation
Methodist Hospitals,METHODIST HOSPITALS,typography
Methodist Hospitals,methodist hospitals,typography
MetLife Services and Solutions,MSaS,abbreviation
MetLife Services and Solutions,MetLife,partial
MetLife Services and Solutions,MetLife Services and,brand_parent
MetLife Services and Solutions,MetLifeServicesandSolutions,punctuation
MetLife Services and Solutions,METLIFE SERVICES AND SOLUTIONS,typography
MetLife Services and Solutions,metlife services and solutions,typography
Metro Cast Network,MCN,abbreviation
Metro Cast Network,Metro Cast,brand_parent
Metro Cast Network,MetroCastNetwork,punctuation
Metro Cast Network,METRO CAST NETWORK,typography
Metro Cast Network,metro cast network,typography
Metroland Media Group,MMG,abbreviation
Metroland Media Group,Metroland,partial
Metroland Media Group,Metroland Media,brand_parent
Metroland Media Group,MetrolandMediaGroup,punctuation
Metroland Media Group,METROLAND MEDIA GROUP,typography
Metroland Media Group,metroland media group,typography
Metropolitan Bank and Trust,MBaT,abbreviation
Metropolitan Bank and Trust,Metropolitan Bank and,brand_parent
Metropolitan Bank and Trust,MetropolitanBankandTrust,punctuation
Metropolitan Bank and Trust,METROPOLITAN BANK AND TRUST,typography
Metropolitan Bank and Trust,metropolitan bank and trust,typography
MGM Resorts International,MRI,abbreviation
MGM Resorts International,MGM,partial
MGM Resorts International,MGM Resorts,brand_parent
MGM Resorts International,MGMResortsInternational,punctuation
MGM Resorts International,MGM RESORTS INTERNATIONAL,typography
MGM Resorts International,mgm resorts international,typography
Michelin,MICHELIN,typography
Michelin,michelin,typography
Micro Modular System,Micro Modular,brand_parent
Micro Modular System,MicroModularSystem,punctuation
Micro Modular System,MICRO MODULAR SYSTEM,typography
Micro Modular System,micro modular system,typography
Microsoft,MICROSOFT,typography
Microsoft,microsoft,typography
Mitchell International,MitchellInternational,punctuation
Mitchell International,MITCHELL INTERNATIONAL,typography
Mitchell International,mitchell international,typography
Mitsubishi Chemical,Mitsubishi,partial
Mitsubishi Chemical,MitsubishiChemical,punctuation
Mitsubishi Chemical,MITSUBISHI CHEMICAL,typography
Mitsubishi Chemical,mitsubishi chemical,typography
Mitsubishi Electric,Mitsubishi,partial
Mitsubishi Electric,MitsubishiElectric,punctuation
Mitsubishi Electric,MITSUBISHI ELECTRIC,typography
Mitsubishi Electric,mitsubishi electric,typography
MITSUBISHI ESTATE,MITSUBISHI,partial
MITSUBISHI ESTATE,MITSUBISHIESTATE,punctuation
MITSUBISHI ESTATE,mitsubishi estate,typography
MITSUBISHI MOTORS CORPORATION,MITSUBISHI,partial
MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS,legal_suffix
MITSUBISHI MOTORS CORPORATION,MITSUBISHIMOTORSCORPORATION,punctuation
MITSUBISHI MOTORS CORPORATION,mitsubishi motors corporation,typography
Mitsubishi UFJ Financial Group,MUFG,abbreviation
Mitsubishi UFJ Financial Group,Mitsubishi,partial
Mitsubishi UFJ Financial Group,Mitsubishi UFJ Financial,brand_parent
Mitsubishi UFJ Financial Group,MitsubishiUFJFinancialGroup,punctuation
Mitsubishi UFJ Financial Group,MITSUBISHI UFJ FINANCIAL GROUP,typography
Mitsubishi UFJ Financial Group,mitsubishi ufj financial group,typography
Mitsui Fudosan,Mitsui,partial
Mitsui Fudosan,MitsuiFudosan,punctuation
Mitsui Fudosan,MITSUI FUDOSAN,typography
Mitsui Fudosan,mitsui fudosan,typography
Mizuho Financial,Mizuho,partial
Mizuho Financial,MizuhoFinancial,punctuation
Mizuho Financial,MIZUHO FINANCIAL,typography
Mizuho Financial,mizuho financial,typography
Modern Broker,ModernBroker,punctuation
Modern Broker,MODERN BROKER,typography
Modern Broker,modern broker,typography
MOHAWK INDUSTRIES,MOHAWK,partial
MOHAWK INDUSTRIES,MOHAWKINDUSTRIES,punctuation
MOHAWK INDUSTRIES,mohawk industries,typography
MOL GROUP,MOL,partial
MOL GROUP,MOLGROUP,punctuation
MOL GROUP,mol group,typography
Molina Healthcare,Molina,partial
Molina Healthcare,MolinaHealthcare,punctuation
Molina Healthcare,MOLINA HEALTHCARE,typography
Molina Healthcare,molina healthcare,typography
Molson Coors Beverage,Molson,partial
Molson Coors Beverage,Molson Coors,brand_parent
Molson Coors Beverage,MolsonCoorsBeverage,punctuation
Molson Coors Beverage,MOLSON COORS BEVERAGE,typography
Molson Coors Beverage,molson coors beverage,typography
Mondi,MONDI,typography
Mondi,mondi,typography
Monroe Hospital,MonroeHospital,punctuation
Monroe Hospital,MONROE HOSPITAL,typography
Monroe Hospital,monroe hospital,typography
Monster Energy,Monster,partial
Monster Energy,MonsterEnergy,punctuation
Monster Energy,MONSTER ENERGY,typography
Monster Energy,monster energy,typography
Moody's Investors Service,Moody,partial
Moody's Investors Service,Moody s Investors,brand_parent
Moody's Investors Service,Moody'sInvestorsService,punctuation
Moody's Investors Service,MOODY'S INVESTORS SERVICE,typography
Moody's Investors Service,moody's investors service,typography
Morgan Stanley,MS,abbreviation
Morgan Stanley,Morgan,partial
Morgan Stanley,MorganStanley,punctuation
Morgan Stanley,MORGAN STANLEY,typography
Morgan Stanley,morgan stanley,typography
Motorola Solutions,Motorola,partial
Motorola Solutions,MotorolaSolutions,punctuation
Motorola Solutions,MOTOROLA SOLUTIONS,typography
Motorola Solutions,motorola solutions,typography
MTN Group Management Services,MTN,partial
MTN Group Management Services,MTN Group Management,brand_parent
MTN Group Management Services,MTNGroupManagementServices,punctuation
MTN Group Management Services,MTN GROUP MANAGEMENT SERVICES,typography
MTN Group Management Services,mtn group management services,typography
MTR Foods,MTR,partial
MTR Foods,MTRFoods,punctuation
MTR Foods,MTR FOODS,typography
MTR Foods,mtr foods,typography
Mulligan Software,MulliganSoftware,punctuation
Mulligan Software,MULLIGAN SOFTWARE,typography
Mulligan Software,mulligan software,typography
Munich Re,MunichRe,punctuation
Munich Re,MUNICH RE,typography
Munich Re,munich re,typography
Murata Manufacturing,Murata,partial
Murata Manufacturing,MurataManufacturing,punctuation
Murata Manufacturing,MURATA MANUFACTURING,typography
Murata Manufacturing,murata manufacturing,typography
Murphy & Sitz Insurance Agency,MSIA,abbreviation
Murphy & Sitz Insurance Agency,Murphy Sitz Insurance,brand_parent
Murphy & Sitz Insurance Agency,MurphySitzInsuranceAgency,punctuation
Murphy & Sitz Insurance Agency,MURPHY & SITZ INSURANCE AGENCY,typography
Murphy & Sitz Insurance Agency,murphy & sitz insurance agency,typography
My Pathway,MyPathway,punctuation
My Pathway,MY PATHWAY,typography
My Pathway,my pathway,typography
Myanmars Net Software,Myanmars Net,brand_parent
Myanmars Net Software,MyanmarsNetSoftware,punctuation
Myanmars Net Software,MYANMARS NET SOFTWARE,typography
Myanmars Net Software,myanmars net software,typography
Mylan,MYLAN,typography
Mylan,mylan,typography
Nacogdoches Memorial Health,Nacogdoches Memorial,brand_parent
Nacogdoches Memorial Health,NacogdochesMemorialHealth,punctuation
Nacogdoches Memorial Health,NACOGDOCHES MEMORIAL HEALTH,typography
Nacogdoches Memorial Health,nacogdoches memorial health,typography
Naeem Electronics,Naeem,partial
Naeem Electronics,NaeemElectronics,punctuation
Naeem Electronics,NAEEM ELECTRONICS,typography
Naeem Electronics,naeem electronics,typography
NAN YA PLASTICS CORPORATION,NAN YA PLASTICS,legal_suffix
NAN YA PLASTICS CORPORATION,NANYAPLASTICSCORPORATION,punctuation
NAN YA PLASTICS CORPORATION,nan ya plastics corporation,typography
NASPERS,naspers,typography
National Australia Bank Limited ABN,NationalAustraliaBankLimitedABN,punctuation
National Australia Bank Limited ABN,National Australia Bank Limited,brand_parent
National Australia Bank Limited ABN,NATIONAL AUSTRALIA BANK LIMITED ABN,typography
National Australia Bank Limited ABN,national australia bank limited abn,typography
NATIONAL BANK OF CANADA,NBOC,abbreviation
NATIONAL BANK OF CANADA,NATIONALBANKOFCANADA,punctuation
NATIONAL BANK OF CANADA,national bank of canada,typography
National Machinery,NationalMachinery,punctuation
National Machinery,NATIONAL MACHINERY,typography
National Machinery,national machinery,typography
Naturgy,NATURGY,typography
Naturgy,naturgy,typography
NBCUniversal Media,NBCUniversal,partial
NBCUniversal Media,NBCUniversalMedia,punctuation
NBCUniversal Media,NBCUNIVERSAL MEDIA,typography
NBCUniversal Media,nbcuniversal media,typography
NBK,nbk,typography
NCB,ncb,typography
Neato Employment Services,Neato Employment,brand_parent
Neato Employment Services,NeatoEmploymentServices,punctuation
Neato Employment Services,NEATO EMPLOYMENT SERVICES,typography
Neato Employment Services,neato employment services,typography
NEC Corporation,NEC,legal_suffix
NEC Corporation,NECCorporation,punctuation
NEC Corporation,NEC CORPORATION,typography
NEC Corporation,nec corporation,typography
Nedbank,NEDBANK,typography
Nedbank,nedbank,typography
NEMX Skilled Trades,NEMX,partial
NEMX Skilled Trades,NEMX Skilled,brand_parent
NEMX Skilled Trades,NEMXSkilledTrades,punctuation
NEMX Skilled Trades,NEMX SKILLED TRADES,typography
NEMX Skilled Trades,nemx skilled trades,typography
Neste,NESTE,typography
Neste,neste,typography
NetApp,NETAPP,typography
NetApp,netapp,typography
NetEase,NETEASE,typography
NetEase,netease,typography
Netflix,NETFLIX,typography
Netflix,netflix,typography
New World Development Company,NWDC,abbreviation
New World Development Company,New World Development,legal_suffix
New World Development Company,NewWorldDevelopmentCompany,punctuation
New World Development Company,NEW WORLD DEVELOPMENT COMPANY,typography
New World Development Company,new world development company,typography
New York Community Bank,NYCB,abbreviation
New York Community Bank,New York Community,brand_parent
New York Community Bank,NewYorkCommunityBank,punctuation
New York Community Bank,NEW YORK COMMUNITY BANK,typography
New York Community Bank,new york community bank,typography
NewAgeSys Solutions,NewAgeSys,partial
NewAgeSys Solutions,NewAgeSysSolutions,punctuation
NewAgeSys Solutions,NEWAGESYS SOLUTIONS,typography
NewAgeSys Solutions,newagesys solutions,typography
Newmont Corporation,Newmont,legal_suffix
Newmont Corporation,NewmontCorporation,punctuation
Newmont Corporation,NEWMONT CORPORATION,typography
Newmont Corporation,newmont corporation,typography
NEWS AMERICA MARKETING,NEWS AMERICA,brand_parent
NEWS AMERICA MARKETING,NEWSAMERICAMARKETING,punctuation
NEWS AMERICA MARKETING,news america marketing,typography
Nexient,NEXIENT,typography
Nexient,nexient,typography
NEXT GEAR SOLUTIONS,NEXT GEAR,brand_parent
NEXT GEAR SOLUTIONS,NEXTGEARSOLUTIONS,punctuation
NEXT GEAR SOLUTIONS,next gear solutions,typography
NICE inContact,NICEinContact,punctuation
NICE inContact,NICE INCONTACT,typography
NICE inContact,nice incontact,typography
NIDEC,nidec,typography
Nielsen Norman Group,NNG,abbreviation
Nielsen Norman Group,Nielsen,partial
Nielsen Norman Group,Nielsen Norman,brand_parent
Nielsen Norman Group,NielsenNormanGroup,punctuation
Nielsen Norman Group,NIELSEN NORMAN GROUP,typography
Nielsen Norman Group,nielsen norman group,typography
Nintendo,NINTENDO,typography
Nintendo,nintendo,typography
Nippon Telegraph and Telephone,Nippon,partial
Nippon Telegraph and Telephone,Nippon Telegraph and,brand_parent
Nippon Telegraph and Telephone,NipponTelegraphandTelephone,punctuation
Nippon Telegraph and Telephone,NIPPON TELEGRAPH AND TELEPHONE,typography
